GENE,logFC,PValue,FDR
Snap29,-0.00956715644406446,0.952237635429917,1
Zfp981,-0.0286895925040376,0.95233601432432,1
Itk,-0.0183446698325748,0.952342471121839,1
F930015N05Rik,0.0287643494715965,0.952624000386415,1
Gm15340,-0.0912113717514653,0.952696949285016,1
Kcna4,-0.124362601624145,0.952722025657586,1
Gm17608,-0.036324062404964,0.952845053373355,1
Plat,-0.0242613803126788,0.952922193236757,1
Map3k12,0.0141546241108636,0.953120876067833,1
Tpsb2,-0.0455532371164669,0.953162258613758,1
Retnlg,0.0321991296395216,0.953205631205892,1
Ighv1-4,-0.048540908124842,0.953321411564887,1
NA,-0.0296113256209541,0.953396444889767,1
Pnpla2,-0.0257298343336274,0.95360350738885,1
Gm1965,-0.0442914142652735,0.953676041307015,1
Nol10,-0.0134152367216846,0.953706413513454,1
Nron,0.0577586333630137,0.953875955301011,1
Ube2d4,-0.102443658261795,0.954050544879045,1
Gm16938,0.0255520630935991,0.954050713416479,1
Egr4,-0.114022943306646,0.954054259493871,1
2410004I01Rik,-0.102665762530375,0.95414400222998,1
Zfp677,0.0185982662717422,0.954147046153299,1
Gm826,-0.0319958230319086,0.954149943554038,1
NA,-0.086677803249604,0.954158146502582,1
2210010C04Rik,-0.0870139041992104,0.954229784481482,1
Phyhipl,-0.0748779078075229,0.954453697410133,1
Tbxa2r,0.0195580255079085,0.954518879437167,1
Phgdh,-0.0147472708424624,0.954549483573907,1
Alpk2,0.0356204775673277,0.954585964290592,1
B930025P03Rik,-0.104132650238026,0.954827446042236,1
Rasgrf1,-0.0955866662617966,0.954960310953345,1
Vmn2r43,-0.0903123884175051,0.955126754727107,1
Lrrc8dos,-0.0790144109477183,0.95530731984761,1
Gm10822,0.0578879111953171,0.955311824816746,1
Zp3r,-0.0845860853218498,0.955323942503508,1
Krt16,-0.0917126885643031,0.955439243479733,1
Gpr50,-0.0896688712747761,0.955473665539996,1
Cfl2,-0.0113983747161798,0.955520965215891,1
Ercc6,0.0109785035464854,0.955583089654578,1
Ulk4,-0.0273536390850081,0.955596291592914,1
Iglon5,-0.0414541058402726,0.95582731424217,1
Akt1s1,-0.0118685938783507,0.955912922283246,1
Mki67,-0.0291259444448257,0.955926920599616,1
Sergef,-0.0133096806630857,0.955987535210711,1
Tll2,0.0576169121003384,0.956042758618483,1
Asb10,-0.0877421548075673,0.956317956961783,1
Sgca,-0.0518439898111078,0.956335090069823,1
Trpa1,-0.0944184134163115,0.956348120014676,1
NA,-0.0696291310955332,0.956426498620696,1
Snora47,-0.0850559009443349,0.956454756994768,1
Pcp4l1,-0.033930934592869,0.956468502264784,1
Ighv8-13,0.0841588730691074,0.956715287720484,1
Gfra1,0.0148963302994998,0.95676501416813,1
Six3,-0.115135887291703,0.956779346783891,1
Htr5b,-0.0846948141471471,0.956850132284181,1
Gli3,0.020879183118787,0.956893446466533,1
Epp13,-0.0809806727677122,0.956898020747748,1
Gm15713,-0.114746113125758,0.957116239463099,1
Pof1b,-0.0949047956691846,0.957151149849872,1
0610031O16Rik,-0.0886074256279196,0.957191851289988,1
Nefm,-0.0816815005556339,0.957198351451282,1
Spta1,-0.0411557581925132,0.957204658514121,1
Med13l,-0.011124741538083,0.957222214201625,1
Trbj2-4,-0.0218003108152671,0.95726485019086,1
Olig1,-0.0920857924201109,0.957327987646089,1
Aoc3,-0.0407303557753846,0.957461213576007,1
Acss2os,-0.0721691800246279,0.957563520991611,1
Ablim2,0.0260602390291674,0.957704859637876,1
Gm11538,-0.0961724885254071,0.957864958212159,1
Ppifos,-0.0205677913397544,0.957875528926133,1
Gm3159,-0.0850798903614381,0.957919448337273,1
Flywch1,0.011006443226858,0.957930573990365,1
Ffar2,0.0265784595243212,0.958072705136021,1
Gm6607,-0.0888757733390141,0.958093636280211,1
Gm15473,-0.065822784848775,0.958103646293481,1
4930406D18Rik,-0.0815894852587878,0.958150522378138,1
Gm9405,-0.0842146300307136,0.958208442797572,1
Uqcr11,-0.0907174746423291,0.958213372600819,1
NA,-0.103292769958471,0.958214988807342,1
Wfikkn2,0.0179410638458165,0.958220572494227,1
Tlr5,-0.0231716505006701,0.958235867162968,1
4930426I24Rik,0.0502296277293777,0.958307624303432,1
Ldoc1,-0.0850822512327488,0.958319511539477,1
Mmp7,0.0560650725502593,0.958353914708094,1
Cacng4,-0.04180588560505,0.958367099954267,1
Gm20099,-0.0851641067891846,0.958521920360932,1
Trav9-1,0.0273685247859402,0.958595900389769,1
Snord68,-0.0389405659391775,0.95864803367588,1
1700001K19Rik,0.0411664539224617,0.958679942372428,1
Gpr143,-0.0959719863740591,0.958776209533602,1
Tm4sf19,-0.0536913577691282,0.958868485594606,1
Cpxm1,-0.0199841876558673,0.95901279827296,1
Inha,0.0366854965328196,0.959038186104287,1
Bpi,-0.0844989799212807,0.959106543857407,1
Foxo6,-0.0816323566119281,0.959226036242354,1
Slc38a11,-0.084127200563826,0.959305076395899,1
Lmod3,-0.0798918521821236,0.959362177880801,1
Trim75,-0.0841609931318105,0.959388828733321,1
Gm16381,-0.102823461968402,0.959396330416929,1
Fxyd5,0.0122405719921594,0.959461370614206,1
Apc2,-0.0255308850591507,0.959486182267908,1
Gm2001,-0.102997950060937,0.959547003005056,1
Wfdc16,-0.0801315315431576,0.959597148007413,1
Tmem92,-0.0784314896909786,0.959793659587614,1
Mmp11,-0.017640156524559,0.959857385280459,1
S100a11-ps,-0.0741138178506781,0.959939007938964,1
Adam4,-0.031045837246716,0.959951033141123,1
NA,-0.0774710976689538,0.960101728556305,1
Slc25a43,-0.0318837555177836,0.960120623603918,1
Pla2g16,-0.0119888896757162,0.960141804757644,1
Il17re,0.0229351920373923,0.960153920686369,1
Gm17281,-0.0336504159961155,0.960205563597739,1
Gm19395,-0.0804244686876446,0.960221701713149,1
Kdm4d,-0.0378035142068629,0.960252755009911,1
Snora44,-0.0225864669103445,0.960286501621199,1
Ada,0.0119788765472879,0.960310902545516,1
Defb14,-0.0955721356871937,0.960469009478751,1
Cnksr2,-0.0755124745689223,0.960505420456444,1
Rassf10,0.0266733986371756,0.960554220594549,1
Gm11686,-0.0658474387098401,0.960762083935898,1
9130004J05Rik,-0.0787996391272172,0.960788254309351,1
P2ry12,0.0206316199518653,0.960850698077506,1
Tet2,-0.0123371926216064,0.96092172426279,1
9330158H04Rik,-0.103909293944856,0.960922084597675,1
Jakmip2,-0.0747979041661261,0.961015162685233,1
Olfr417,-0.0820771634830448,0.961112206259249,1
Bnip3,-0.0196671209685957,0.961122912941993,1
Capn3,0.013451347720594,0.961129658167771,1
Mpzl3,-0.0130772001741517,0.961257972568953,1
Gbx1,-0.0851922533025592,0.961402926521713,1
Htr7,-0.023874696155927,0.961546854726462,1
Gm13498,-0.021115764934336,0.961630820895925,1
2410017I17Rik,-0.0779300547979998,0.961648619334699,1
Depdc1b,-0.021478226719738,0.961732234235669,1
Ino80b,0.0116167292310384,0.961748419606311,1
Eprn,-0.0812312522237014,0.961766293539647,1
AW112010,0.0179472057256685,0.961809151291414,1
Otogl,-0.084469365100618,0.96185244540283,1
Gm4544,-0.0855844632542352,0.961965313184064,1
Strip1,0.00882020218202868,0.962002766193936,1
Oprm1,-0.0848689296948903,0.96204431698329,1
Igkv4-74,0.0473882980718354,0.962177664927516,1
Trav17,-0.029068797792591,0.962194800289572,1
Bicdl1,0.0175174921564139,0.96219631526248794,1
Bmp5,-0.0789262988529181,0.962199510999255,1
Ighv1-39,-0.0326796279827236,0.962262550661164,1
Nkiras2,0.0138998566595272,0.962283122590282,1
Zfp300,-0.0227084862528406,0.962291880762737,1
Trav6d-6,-0.0215005588050089,0.962394493549157,1
Snora70,0.0191784419549068,0.962398097536802,1
Snora31,-0.0227484551069052,0.96240234492768,1
Eml6,-0.0179836300496663,0.962404498964991,1
Olfr68,-0.0683169447323664,0.96241921447675,1
Tcte1,-0.0339377482893203,0.962488008346933,1
Trav12d-1,0.0321621659704385,0.962492305611254,1
Gm3685,-0.0804835071803209,0.962719692976411,1
Lin7b,-0.0625401111202834,0.962820625897624,1
NA,-0.0852023166767092,0.962848060851294,1
Pcdh11x,-0.0679853669049886,0.962884117812896,1
Eif3c,-0.00672792548189386,0.962915612795852,1
Esr2,-0.0846008863499945,0.962946014451814,1
Epb42,-0.0328827733172928,0.963024500832325,1
Gm6811,-0.0848928774430465,0.963067475343218,1
Gm19551,-0.085206730177078,0.96322492139595,1
Ydjc,-0.015176786128035,0.963225622539026,1
Aars,-0.00872588712184647,0.963248902875669,1
Tekt2,-0.0402298086758806,0.963333041400888,1
Klra17,-0.0348416352352393,0.963371185084391,1
Dio3os,-0.0891177728527737,0.96352756911673,1
Ccdc146,-0.0370208721601061,0.963541703441713,1
Zfp691,0.0103886373157231,0.963544514450141,1
Ighv14-1,-0.0348327657545214,0.963551413608988,1
Dennd5a,-0.0078711794945493,0.963686974405067,1
Gm2a,0.0120246446545787,0.963833606278168,1
Gm12508,0.018331588294907,0.963894542747567,1
Csmd1,-0.0305676522712336,0.963905709827172,1
AF529169,-0.0772476863050174,0.963942323033062,1
Snora33,0.027147145453378,0.963951476212516,1
Tpd52l1,0.0310513478186038,0.963992943763259,1
Gm20767,0.0383949509761708,0.964067857127337,1
Gm20094,0.0103307881377497,0.96418191128061,1
Shc2,-0.0225907315216051,0.96418343799481,1
Fbxl22,-0.0202306315754322,0.96419065839715,1
Psmb9,-0.0120913289716436,0.964388370862831,1
Faim2,-0.0675523250705026,0.964425036603392,1
Gm8709,-0.0802630143834196,0.964427004855184,1
Evc,-0.0170878111762118,0.964437220163401,1
Gm9991,-0.0755948538513687,0.964753790336457,1
Zmat1,0.0105796148461619,0.964773276110896,1
NA,-0.0173738626212426,0.964843471231045,1
Nanos3,0.0360937734384677,0.964910759568056,1
NA,-0.0656132856885024,0.964920803888781,1
Chmp6,0.0108903323189819,0.964953116361283,1
Olfr166,-0.0852534579547437,0.96503166895279,1
Fech,-0.0123415363735047,0.965116636130784,1
Fam90a1b,-0.0848293851048794,0.965187393628116,1
Leo1,-0.0105529527316325,0.965191228060411,1
Tbx1,-0.0741097915261852,0.965342320038197,1
Pcdhb21,0.0332704678128179,0.96551216857546,1
Mir3094,-0.0843459752717931,0.96560820886137,1
Vat1l,-0.0730471891684345,0.9657396576821,1
Htr1f,-0.0632380547548018,0.965758614148859,1
Ovol3,-0.0724578630843907,0.96579379225388,1
Msl3l2,0.014481780734785,0.965817684129176,1
Dcn,0.0197541613079518,0.965869498602152,1
Agtr2,-0.0233892665394577,0.965893069561111,1
Sspn,0.0234534264076448,0.965902265400311,1
Gm13272,-0.070954678669612,0.965908970587027,1
5930422O12Rik,-0.058983281203353,0.966003050788007,1
Trav19,-0.0226438840622593,0.966014670075763,1
NA,-0.0728695963384017,0.966091766948089,1
Gm16432,-0.0849507798487908,0.966122910699354,1
Gm16441,-0.0851771526520034,0.966150466401251,1
Ighv13-1,-0.0801090538337697,0.966243740844493,1
Gria4,0.0403997707925438,0.966275129864838,1
Eno1b,0.00869125949958172,0.966285647137213,1
Dnajb9,0.0157244756653269,0.966287564055894,1
NA,-0.0727613015112308,0.966348795691958,1
Slc8a1,0.0217653953684779,0.966482814053524,1
Gm16685,-0.0250521710439984,0.966594851107221,1
Igkv4-60,0.0409890861423923,0.96660261829621,1
1700016D06Rik,-0.0730953049370022,0.966606382050241,1
Oasl2,0.0161974827208996,0.966627964354538,1
1700034I23Rik,-0.084801424925163,0.966714546540347,1
H2al1c,-0.0613615250911593,0.96680440115309,1
H2al1d,-0.0613615250911593,0.96680440115309,1
Gm13749,-0.0737547849706898,0.966816709663472,1
6030452D12Rik,-0.0752589283534729,0.966990591893423,1
Tchp,-0.00972062743695011,0.967020755362837,1
Zfp773,-0.0213172889146369,0.967079085976801,1
Sept11,-0.008496264010424,0.967127869708405,1
Tex22,0.0479148959449774,0.967157115563832,1
Mttp,-0.0099943168491644,0.967173391434807,1
Snord71,0.0527124775185904,0.967182660004828,1
Gm14207,-0.0185787596585904,0.967196053356862,1
Gm8439,-0.0735185573477764,0.967243374344693,1
Ankef1,-0.0915563229762662,0.967265497227377,1
Klk1b8,-0.0722440250195948,0.967289244890496,1
Mdk,-0.0170180278374307,0.96729150152032,1
Chpt1,-0.020571253444117,0.96729595230963,1
4933431G14Rik,-0.0327909327649446,0.967388438157109,1
Rnf166,0.00880617937452931,0.967528645018188,1
C1ql4,-0.0600878358442042,0.967601343505309,1
Trav15d-1-dv6d-1,-0.0305825800938568,0.967619306662093,1
Timm10,0.00829136712098911,0.967647891594694,1
A530013C23Rik,0.0451927873247859,0.967677027949404,1
A230052G05Rik,0.043142580130689,0.967723405346964,1
Slc16a12,0.0300449126356616,0.96784136121234,1
H2al1g,-0.0729130331867642,0.967892867370505,1
H2al1h,-0.0729130331867642,0.967892867370505,1
Gm14634,0.0411782925439006,0.967941394331522,1
NA,-0.0727689550469897,0.967951565778402,1
2900005J15Rik,0.0206085106347828,0.967982195573576,1
Ighv1-59,-0.0384651850844537,0.968076752594424,1
NA,0.0308692954247691,0.968115328971526,1
Ghrhr,0.0278938640128066,0.968219763352371,1
S100a5,-0.052913404705554,0.968276505591412,1
Nuak2,0.0136143668336187,0.968305999781123,1
Ighv3-8,-0.0247038726267641,0.968568190420268,1
Mir1934,-0.0729810681863087,0.968640523346712,1
Vmn2r32,-0.0648522342866561,0.968720049629377,1
Apon,-0.0202770251750201,0.968823610982428,1
Kcnj3,-0.0916969629388856,0.968845381913459,1
NA,-0.0699602561143871,0.968977401449237,1
D5Ertd683e,-0.0732063528486941,0.969268504128957,1
Pygo1,0.0167171669093413,0.969337538201655,1
Mir599,-0.0727579589343481,0.969354340319262,1
Gm3476,-0.0794371022666337,0.969468344021872,1
Trabd2b,-0.0269582988496405,0.96953326907734,1
Rsc1a1,-0.0656618794374736,0.96965182390412,1
Asmt,-0.0727652727812514,0.969653509501401,1
NA,-0.0727477706808177,0.96965459881833,1
Il24,0.0265264955081434,0.969823998605027,1
Bmp3,-0.0202800385375755,0.969854778088853,1
Gbp2,0.0143241211490337,0.969887312915778,1
Bpifb4,-0.0382717688304681,0.969948026319826,1
1700065O20Rik,-0.0727461685454157,0.969983591431235,1
Aqr,0.00709655544332,0.97001548529663,1
Gm11579,0.0279924567399962,0.970048691455188,1
4930542C21Rik,-0.0727694691075244,0.970209564605086,1
Catsperd,0.0295459901814277,0.970214799694065,1
L1td1,-0.0600707146198698,0.970272009157523,1
Gm20367,0.0436537663280291,0.970412436680612,1
NA,-0.0727670713256518,0.970595306283196,1
Serpinb9f,-0.0793537300162134,0.970700417184678,1
Klhl30,0.029165737293493,0.970908075799548,1
Tssk5,-0.0727442805886559,0.97110946038229,1
Uba7,0.0075211582908889,0.971168895157628,1
Tbc1d9,0.0111187344914905,0.971182820534038,1
Pate3,0.0420134637004784,0.971203009008847,1
Cntn6,-0.0737133024959184,0.971223674955449,1
1700010L04Rik,-0.0726776698247341,0.97125813623728,1
NA,-0.0655180646703665,0.971261390642109,1
Spaca5,-0.0622331529950343,0.971301629433908,1
Gm5553,0.0209650381151023,0.971352026340685,1
3300002I08Rik,-0.0164192104109868,0.971353616107478,1
E330009J07Rik,-0.00871042844875632,0.971357029795853,1
Tcrg-V4,-0.0151970559992293,0.971550871761107,1
Dusp4,-0.0119122395243921,0.971599117866271,1
Gm13807,0.0132194070834402,0.971617989995787,1
Espn,0.0171703684659086,0.971685455035693,1
Lrrc19,-0.0473251339497926,0.971731062690796,1
Zfp385c,-0.0306954204622624,0.971776324865545,1
NA,-0.072766833913604,0.971848542180649,1
Vps53,0.00623089017515986,0.971936654889078,1
Samd7,0.0357168959711381,0.972051721414506,1
C630004L07Rik,-0.0627669883303691,0.972111156869217,1
D030025E07Rik,-0.0734642799399763,0.972132483403559,1
Tulp3,-0.00790936563184157,0.972137863936818,1
Lmna,0.0123592957088728,0.972405022808371,1
Trav6-2,0.0305689368225737,0.972405187448351,1
Alg3,0.00769336853783949,0.972409338866698,1
Dhcr24,-0.00800052138032664,0.972431103173609,1
Mir30c-1,-0.0613783683160526,0.972501854174154,1
Rnf150,-0.0122217205978981,0.972520929020954,1
Slc16a7,-0.00859152781456482,0.972618450544466,1
Mageb2,-0.0615409975455781,0.972653667064049,1
Mageb1,-0.0616235484372685,0.97266492945925,1
Sox10,-0.033561423581573,0.972742550982451,1
Gpatch2l,0.00536428564062958,0.972753970639879,1
Olfr524,-0.052965183320299,0.972973375434127,1
Gm19905,-0.0115210335426995,0.972989385969821,1
Dda1,-0.00546532651396574,0.973532668159264,1
Tmem160,-0.00945700231755674,0.97353762718624,1
Gm9752,0.0133959342024155,0.973556769929161,1
Card10,-0.00909514270717674,0.973653473330709,1
Gm7040,-0.0588521112156484,0.973678267144114,1
Gm12279,-0.015014940759697,0.973689997641262,1
Parvg,0.00709671318375446,0.973778472149261,1
Gm867,-0.0206794976644145,0.973878000830181,1
Ighv8-2,0.0351447946680693,0.973942561398735,1
Gm5785,0.00821247572874352,0.973981143922033,1
Rapsn,-0.0208258598721166,0.974231650483761,1
Cdk5rap1,-0.0193224861773192,0.974385114436507,1
Platr10,0.0413962385093217,0.974892701285716,1
Rspo1,0.0197602185759429,0.97501867564279,1
Dppa2,-0.0304246101392748,0.975021364590996,1
Dok7,0.0361634639747441,0.975241201923867,1
Ahnak,-0.00900498686578715,0.975252407032273,1
A930001A20Rik,0.0312629940771358,0.975345133003835,1
Usp22,-0.00544713738545935,0.975500962282199,1
Gabarap,-0.00352381103001554,0.975651384161168,1
Adgrb1,0.0149896258319861,0.975795222167894,1
Zxdc,-0.00613532773099123,0.975929579190924,1
Fam50b,-0.0428879887712181,0.976005830162386,1
Col10a1,-0.0259368573878214,0.976113549739559,1
Naif1,0.00739414898765734,0.976122431807322,1
NA,-0.0444194207476932,0.97619991076622,1
Cnn2,0.00811506402342361,0.976210896720757,1
Dusp27,0.0216304048988957,0.976323329397616,1
Pop1,0.00775140785512902,0.976444375554261,1
Pcgf2,-0.00856605238284656,0.97646602953121,1
Trav10d,0.0170864086929494,0.976489784459218,1
Trim72,-0.0343602736241112,0.976490540432511,1
Adig,-0.0825901127788966,0.976558477260676,1
Gm20305,-0.0181405869399959,0.976611515707771,1
Slc34a3,-0.0513502086914361,0.976631672462228,1
Kif7,-0.0106280978415693,0.976655496230666,1
Itga3,-0.00872558649405407,0.976716109034213,1
Dnajb3,-0.0164490558318235,0.976963761665192,1
Efemp1,-0.0111588063446227,0.977023025603454,1
Mir1839,-0.0253525487488258,0.977172396223088,1
Ccdc80,-0.00980507718279865,0.977183016557956,1
Zrsr2,0.00474954084921938,0.977187292081887,1
Gm15834,-0.021571435843026,0.977259796171308,1
NA,-0.0510960310828318,0.977263367177255,1
Klf3,0.00705181683288308,0.977269752789661,1
Fcho2,0.00584493747813958,0.977425238759983,1
Borcs6,0.00595935008488276,0.977501595308043,1
Bc1,0.0152945903807512,0.977793377287671,1
Gm14379,0.0187476278760212,0.977869897751631,1
Pcbp3,-0.00789312486672926,0.977894294861152,1
Cpne3,0.0054973795538074,0.977971629524145,1
Shcbp1l,-0.0172176227773754,0.97799462199322,1
Smim9,0.0295902751026522,0.978060504601244,1
Dnaaf3,-0.0110938414080495,0.978249326975779,1
Spag17,-0.0255819589327324,0.978338054668429,1
2810030D12Rik,0.0172375438227781,0.978404360947245,1
Map6d1,-0.0159610156230574,0.97845527481068,1
Trav6-6,-0.0119393701622743,0.978780529263164,1
Smad4,0.00518538789762435,0.978794908928335,1
Smarcd3,-0.0139307288000291,0.978822788705808,1
2310002D06Rik,-0.0518958860498386,0.978926780593334,1
Doc2b,0.0190607453185619,0.978941504534322,1
Gm5321,-0.0106879576144633,0.978998864736663,1
Cyfip2,0.00662838671564988,0.979032741094044,1
Zbtb11os1,0.00866674542969365,0.979113829142906,1
Mustn1,-0.0115580916783981,0.979119589765193,1
Naaladl1,-0.0147427488705561,0.979156831402021,1
BC065403,-0.0117642784022359,0.979165651675091,1
Snord111,-0.040039650181403,0.979222947371456,1
Tmem87b,-0.00547194222859262,0.979305767124108,1
Parp8,0.00771688023104395,0.979430775920668,1
Impg2,0.019674353619575,0.979441053522335,1
Ret,0.0114925108730285,0.979481872512202,1
Nusap1,-0.0126983034121435,0.979567709983712,1
Gm12947,-0.0297249914136273,0.979843020959764,1
Hyi,-0.00712869571830071,0.979868521017085,1
Arhgap25,-0.00551014313427819,0.980022263994766,1
NA,-0.0141943482037049,0.980158600054307,1
Kcnc1,-0.0168747674448429,0.980165404665288,1
Tmem270,0.027624117015841,0.980183575373984,1
Stc2,0.00779779244347056,0.980194542628332,1
Mdfi,-0.0129540238318969,0.980201210673204,1
Skap2,0.00553524078744907,0.980483721455136,1
Gm13194,0.0122202708446436,0.980509197476082,1
Ighd2-5,-0.0246839786341418,0.980530347563037,1
Tmed5,0.00605747862639469,0.980559590030874,1
Vwa7,0.0104670284822489,0.980586149871546,1
Bhlha15,-0.0168613860754547,0.98059841998233,1
9330102E08Rik,0.0182375662636717,0.980793131153668,1
NA,-0.0123317426309807,0.98083179388998,1
Car9,-0.0100624990852616,0.980881821996009,1
Ube2q1,0.0043290470535283,0.980931456215929,1
Dcakd,-0.00632834970124088,0.981055563999219,1
Scube3,-0.0201241009439824,0.981072543906333,1
Pik3c2a,-0.00605910925039653,0.98119818256912406,1
Il12rb1,0.00956792925879175,0.981209984583056,1
Naga,-0.00428150298658593,0.981297681109005,1
Caskin1,-0.0127434802823994,0.981324953280701,1
Mia3,-0.00424029480432738,0.981350009376824,1
Fgfr2,0.00864195935016214,0.981415067213982,1
Zfp217,-0.00366332027552743,0.981429389541787,1
Slc25a51,0.0054606404202315,0.981555480057762,1
Gm16576,-0.00767675921491751,0.981598627537554,1
Mir130a,0.0291129127747252,0.981609665144314,1
4931429L15Rik,0.0258805919432663,0.981612809725656,1
Kcnk3,0.0249334419429351,0.981706896145282,1
Hist1h3c,-0.0150906690587542,0.981767295994697,1
Galnt15,-0.0172803919440056,0.981831939406947,1
Otub2,-0.0063778653642871,0.98207703691894,1
Tmem154,-0.0059692212580016,0.982248263175161,1
Dsc2,-0.00730433666282324,0.982367430928946,1
Gm3336,-0.0110490086702476,0.982490458908564,1
Npm3,-0.00438151380979282,0.982612925177107,1
Il16,-0.00540527683562889,0.982745973344222,1
Ica1,0.00651470070957581,0.982791265262429,1
Nfe2,0.0111293038932833,0.98281929783281,1
Faxc,0.0106266375542312,0.983083660668506,1
Ect2l,0.0211951208127867,0.983094927411285,1
Insm1,0.0111741137817974,0.983160904327147,1
Adam19,0.00563039321175372,0.983257483660455,1
Ighd3-2,-0.0199563439267728,0.983354723078213,1
Pcnx3,-0.00475442826934107,0.98338769700438,1
Cxcl15,-0.0315655954546068,0.983391930493443,1
Slc4a1,0.0157503934099418,0.983453456713876,1
Tas1r3,-0.00722814430252746,0.983458152824869,1
Fam222b,0.00438317450723977,0.983576424700639,1
Smarca1,-0.0111386119369156,0.983620302293785,1
9630014M24Rik,0.0260357911082555,0.983654373860043,1
2010204K13Rik,-0.00894143916959874,0.983807818171403,1
Hoxa4,-0.00864118759617393,0.983926147930085,1
2810013P06Rik,0.00458425991943931,0.98392791400782,1
Cfap45,0.00771415935085149,0.98404825711498,1
Mir451a,-0.0126896767715719,0.984143496508549,1
Shtn1,0.00646632107036682,0.984222505835671,1
9330154K18Rik,0.026593812081889,0.984298774912409,1
Cd163l1,-0.00886500411151432,0.984370603345978,1
NA,0.0244983917866825,0.984451268532046,1
Gm1070,0.0157925942948434,0.984637089416368,1
Gm19497,-0.00848528836065836,0.984874550649437,1
Megf11,-0.00764939271665297,0.984893555772429,1
Gm960,0.0155507920288879,0.985043820025863,1
Olfr545,-0.0254803844138679,0.985360543524793,1
Gtf2ird2,-0.00431306234138967,0.985434491653688,1
Hist1h4d,0.0103478473490441,0.985483000620031,1
Tax1bp1,0.00234346129229352,0.985491472928237,1
Cebpz,0.00380322191014334,0.985572013012011,1
Depdc7,0.00620356458011572,0.985743600243964,1
Hoxb9,-0.0128290460247957,0.985894883939286,1
Smg1,0.00464509156906245,0.985901903417823,1
2610528A11Rik,0.00872307568844166,0.985912798674743,1
Gm3194,-0.0140266336409532,0.985928293827829,1
Gm7710,0.0225060461567666,0.985960691323873,1
Msh4,0.0190433509286288,0.985985468708505,1
Atg3,-0.00284041474083985,0.98633614093936,1
Tnni2,-0.00606826072253747,0.986613717004432,1
Tctex1d4,0.0146363867206171,0.986678813454266,1
Aoc2,0.0057103478902808,0.986691018721368,1
Acsl1,-0.0088293917689072,0.98672867887414,1
Ift140,-0.00444867719059722,0.986770009931675,1
0610039K10Rik,0.0108183529303963,0.987040966768755,1
Snord1c,-0.0139044690340182,0.987051723004067,1
Pemt,0.00581333401039739,0.987305484979193,1
G3bp1,-0.00286884699148611,0.987489005970734,1
Stk32b,-0.0147749217660007,0.987596089122687,1
Ppp1r13b,0.00308128229101559,0.987873060880942,1
Pik3ip1,-0.00699637553381596,0.98796202341291794,1
Myom3,-0.00724662552453157,0.988082259402126,1
Tubb2a,-0.00642915607023338,0.988248469580261,1
Gm10023,0.00620516258896366,0.988319805033427,1
Gm20346,-0.00590445289226648,0.988463863228092,1
Atp6v0e2,-0.00769766701964099,0.988467730261624,1
Ifit1bl2,-0.00671393876778275,0.988817425022317,1
Gm12739,-0.0157256315623841,0.98884449970264,1
Ptk6,-0.0131356466952704,0.988968667731631,1
2700012I20Rik,0.00531893512436541,0.989047642670541,1
Map4k5,-0.00302554682720487,0.989114009445269,1
Col19a1,-0.00877366562490466,0.989149365412234,1
Fbxo24,-0.00640994398694653,0.989267799499489,1
Ltbp1,0.00431857553659417,0.989453622893072,1
Pla2g5,-0.00874607383490259,0.989529316372964,1
NA,0.0104909841516511,0.989552988224031,1
Ppp1r21,0.00357746640844049,0.989582717399164,1
Dnajc1,0.00222676394043629,0.98959099062561,1
Ncln,0.00307402971371372,0.989627793452094,1
Lix1l,-0.00355911343358677,0.989760506007701,1
Wnt7a,-0.00817799615765259,0.989827660488276,1
Car15,0.00425617152700576,0.98996745257828,1
Haao,0.00456302575755019,0.990000654270589,1
Tcf7,0.00362231496438832,0.990042234413085,1
Arhgef15,-0.00406721401740343,0.990164067418641,1
St8sia2,-0.00736823339699819,0.990260434069716,1
9930038B18Rik,0.00969060108393714,0.990347776325408,1
Dennd4a,0.00289148286746927,0.990387095486463,1
Clk1,0.00275781286827984,0.990481830518577,1
Cd300lg,-0.00398826579775298,0.990612133510667,1
Nfib,0.00363120614494309,0.990729058407617,1
Zfp114,0.00487781540015306,0.990749869135838,1
Tmub1,-0.00338844572112461,0.990779216357206,1
4933421O10Rik,-0.00337907350908713,0.990800948649184,1
Hist4h4,-0.00550897632376447,0.990894013683041,1
Pkd1l1,-0.00754814409861448,0.991043973283951,1
Dennd2a,0.00339857097352968,0.991112216024329,1
1700012D01Rik,-0.00540325586210369,0.991124407460446,1
Arhgap8,0.00667655105467525,0.991225364722909,1
E330020D12Rik,-0.0055605219505858,0.99129600023014,1
Ramp2,0.00377550130998996,0.991310136543687,1
Traj50,-0.00916648414744868,0.991986636948098,1
Tmem81,0.00249391127985293,0.991998689850802,1
Pik3r5,0.00286678962524446,0.992038530705442,1
Trbc1,0.00319665881566447,0.99214452258947,1
Clip3,0.00350488739272555,0.992193536612684,1
Calcrl,-0.00229316554883859,0.992374882260774,1
Lamtor4,0.0020277172032177,0.992771081206059,1
Pld5,-0.00918057092319294,0.992825625649494,1
Ggt6,-0.00652578144207656,0.992963665523828,1
Nf1,0.00210271912701171,0.993074886849649,1
Fignl2,0.00315239301638215,0.993250871124055,1
Lrrc23,-0.00555005587486379,0.993346760094087,1
Samd4,0.00430990275341365,0.993405357164445,1
Trmt6,-0.0015515550339485,0.993421151608423,1
Kcns1,0.00814624051550126,0.993623824358761,1
